eu,NMDS1,NMDS2,NMDS3,eu_id,date2,subrep,block_id,plot_id,subplot_id,till_id,rot_id,straw_id,cctrt_id,year
31604_1_2018,0.4096516321611091,-0.005087796341988818,-0.2286521445391084,31604,2018-11-09,1,b1,p16,p16_sp04,inversion,R3,removed,rad_L,2018
31604_2_2018,0.21075429051805614,0.030449898830581034,-0.16254481517129196,31604,2018-11-09,2,b1,p16,p16_sp04,inversion,R3,removed,rad_L,2018
31604_3_2018,0.1533866293497155,0.057008948098708566,0.07672171085125985,31604,2018-11-09,3,b1,p16,p16_sp04,inversion,R3,removed,rad_L,2018
31605_1_2018,0.09909049036661563,0.05927551207859312,-0.10860081805565278,31605,2018-11-09,1,b1,p16,p16_sp05,inversion,R3,removed,mix_M,2018
31605_2_2018,-0.39966219615697257,-0.09931507089612772,-6.102620256156659e-5,31605,2018-11-09,2,b1,p16,p16_sp05,inversion,R3,removed,mix_M,2018
31605_3_2018,-0.27359509126207815,-0.16107003566704553,-0.1805934892793381,31605,2018-11-09,3,b1,p16,p16_sp05,inversion,R3,removed,mix_M,2018
31606_1_2018,-0.30220727567966177,0.13658800525843434,-0.08607912863711094,31606,2018-11-09,1,b1,p16,p16_sp06,inversion,R3,removed,nocc,2018
31606_2_2018,-0.3213730267354614,0.14970015963838187,-0.041836456526901836,31606,2018-11-09,2,b1,p16,p16_sp06,inversion,R3,removed,nocc,2018
31606_3_2018,-0.3518859519183801,-0.004176186341617471,-0.07829357703505418,31606,2018-11-09,3,b1,p16,p16_sp06,inversion,R3,removed,nocc,2018
31801_1_2018,0.7766688211847412,0.013258614057851196,0.01233543646031121,31801,2018-11-09,1,b2,p18,p18_sp01,inversion,R3,removed,rad_M,2018
31801_2_2018,0.6817928659644145,-0.008442126595851154,0.013336635975883063,31801,2018-11-09,2,b2,p18,p18_sp01,inversion,R3,removed,rad_M,2018
31801_3_2018,1.0855176979069574,0.07646508589012577,-0.22758137911822324,31801,2018-11-09,3,b2,p18,p18_sp01,inversion,R3,removed,rad_M,2018
31802_1_2018,-0.4116907853732103,-0.32329715977017465,0.11043138506389678,31802,2018-11-09,1,b2,p18,p18_sp02,inversion,R3,removed,mix_E,2018
31802_2_2018,-0.3493748397651916,-0.11760858736849238,-0.019047671727518065,31802,2018-11-09,2,b2,p18,p18_sp02,inversion,R3,removed,mix_E,2018
31802_3_2018,-0.3982151188568634,-0.5257413355816803,0.1687774076950222,31802,2018-11-09,3,b2,p18,p18_sp02,inversion,R3,removed,mix_E,2018
31803_1_2018,-0.32545157564478056,0.1517287571907425,-0.034716860362316616,31803,2018-11-09,1,b2,p18,p18_sp03,inversion,R3,removed,nocc,2018
31803_2_2018,-0.4119339640766064,0.20419191818963414,0.11246620360307431,31803,2018-11-09,2,b2,p18,p18_sp03,inversion,R3,removed,nocc,2018
31803_3_2018,-0.4744833121698877,0.20689331632312602,0.1812252574587208,31803,2018-11-09,3,b2,p18,p18_sp03,inversion,R3,removed,nocc,2018
31805_1_2018,-0.2774079873081224,0.13219309817666966,-0.18670446713082445,31805,2018-11-09,1,b2,p18,p18_sp05,inversion,R3,removed,mix_M,2018
31805_2_2018,-0.32314242971016116,0.03124297983001996,-0.1896471513201141,31805,2018-11-09,2,b2,p18,p18_sp05,inversion,R3,removed,mix_M,2018
31805_3_2018,-0.3286094340552528,-0.24649362612672607,-0.24344243661973045,31805,2018-11-09,3,b2,p18,p18_sp05,inversion,R3,removed,mix_M,2018
31806_1_2018,0.5461155283172751,-0.010920295057418388,-0.30270960258657414,31806,2018-11-09,1,b2,p18,p18_sp06,inversion,R3,removed,rad_L,2018
31806_2_2018,0.44044109598529685,-0.011315503451315666,-0.30781505632913553,31806,2018-11-09,2,b2,p18,p18_sp06,inversion,R3,removed,rad_L,2018
31806_3_2018,0.7535156845851679,0.01651727411067029,-0.19427121153139296,31806,2018-11-09,3,b2,p18,p18_sp06,inversion,R3,removed,rad_L,2018
31901_1_2018,1.0399579915925523,0.07713714212324593,0.02418316840951854,31901,2018-11-09,1,b2,p19,p19_sp01,surface,R3,removed,rad_M,2018
31901_2_2018,0.851137909277559,0.027770813802198688,0.0526133573267792,31901,2018-11-09,2,b2,p19,p19_sp01,surface,R3,removed,rad_M,2018
31901_3_2018,0.957725436784974,0.04552975049916568,0.11988482334482467,31901,2018-11-09,3,b2,p19,p19_sp01,surface,R3,removed,rad_M,2018
31902_1_2018,-0.08864604931322946,-0.8457768701535525,0.0038431350710751776,31902,2018-11-09,1,b2,p19,p19_sp02,surface,R3,removed,mix_E,2018
31902_2_2018,-0.07892965641206506,-0.6980223824293973,-0.1977410238023514,31902,2018-11-09,2,b2,p19,p19_sp02,surface,R3,removed,mix_E,2018
31902_3_2018,-0.09305800782655466,-0.8026010027344002,-0.03193484592509006,31902,2018-11-09,3,b2,p19,p19_sp02,surface,R3,removed,mix_E,2018
31903_1_2018,-0.4997605459987757,0.17044812716192245,0.20036453101863577,31903,2018-11-09,1,b2,p19,p19_sp03,surface,R3,removed,nocc,2018
31903_2_2018,-0.510432900926578,0.22538639813924682,0.21597000695987112,31903,2018-11-09,2,b2,p19,p19_sp03,surface,R3,removed,nocc,2018
31903_3_2018,-0.3381042149215518,0.1594163883560529,-0.01072773812916206,31903,2018-11-09,3,b2,p19,p19_sp03,surface,R3,removed,nocc,2018
31905_1_2018,-0.18302974755775622,0.043376050701344954,-0.3877471739210001,31905,2018-11-09,1,b2,p19,p19_sp05,surface,R3,removed,mix_M,2018
31905_2_2018,-0.3732699954359601,0.17579598601017038,0.045772434270449795,31905,2018-11-09,2,b2,p19,p19_sp05,surface,R3,removed,mix_M,2018
31905_3_2018,-0.2821200267384865,0.12300447260328627,-0.1359921952714361,31905,2018-11-09,3,b2,p19,p19_sp05,surface,R3,removed,mix_M,2018
31906_1_2018,0.5390979419247091,-0.016455902815396748,0.0280468225741013,31906,2018-11-09,1,b2,p19,p19_sp06,surface,R3,removed,rad_L,2018
31906_2_2018,0.3008862691085801,0.01709503623615203,0.045541796185144,31906,2018-11-09,2,b2,p19,p19_sp06,surface,R3,removed,rad_L,2018
31906_3_2018,0.2599019919291877,0.02726680088651548,-0.05074483410993576,31906,2018-11-09,3,b2,p19,p19_sp06,surface,R3,removed,rad_L,2018
32001_1_2018,1.0798469627335714,0.06475698309822517,0.210033231905076,32001,2018-11-09,1,b2,p20,p20_sp01,notill,R3,removed,rad_M,2018
32001_2_2018,0.8887268084461033,0.008614573322549534,0.1486147319206572,32001,2018-11-09,2,b2,p20,p20_sp01,notill,R3,removed,rad_M,2018
32001_3_2018,1.232264752969852,0.06328347826696944,0.41864164224621303,32001,2018-11-09,3,b2,p20,p20_sp01,notill,R3,removed,rad_M,2018
32002_1_2018,-0.4051153856311766,0.19639209406035324,0.0897099099829789,32002,2018-11-09,1,b2,p20,p20_sp02,notill,R3,removed,mix_E,2018
32002_2_2018,-0.17253350858293953,-0.1628334490761823,-0.6877760156405732,32002,2018-11-09,2,b2,p20,p20_sp02,notill,R3,removed,mix_E,2018
32002_3_2018,-0.2638826157726084,-0.5831924099709832,0.4147179752082578,32002,2018-11-09,3,b2,p20,p20_sp02,notill,R3,removed,mix_E,2018
32003_1_2018,-0.6062686797245358,0.3328049323329293,0.2665148795918083,32003,2018-11-09,1,b2,p20,p20_sp03,notill,R3,removed,nocc,2018
32003_2_2018,-0.3515945202436765,0.16600362267933924,0.015031466542532903,32003,2018-11-09,2,b2,p20,p20_sp03,notill,R3,removed,nocc,2018
32003_3_2018,-0.3887809051354602,0.18520550549863388,0.0647158688492331,32003,2018-11-09,3,b2,p20,p20_sp03,notill,R3,removed,nocc,2018
32005_1_2018,-0.3515945202436765,0.16600362267933924,0.015031466542532903,32005,2018-11-09,1,b2,p20,p20_sp05,notill,R3,removed,mix_M,2018
32005_2_2018,-0.28821972395558404,0.12671105467344343,-0.1235626463401767,32005,2018-11-09,2,b2,p20,p20_sp05,notill,R3,removed,mix_M,2018
32005_3_2018,-0.40358694826830066,0.19794023802538108,0.09903154291321596,32005,2018-11-09,3,b2,p20,p20_sp05,notill,R3,removed,mix_M,2018
32006_1_2018,0.26302156011076677,0.027844263854957026,-0.08192281891965787,32006,2018-11-09,1,b2,p20,p20_sp06,notill,R3,removed,rad_L,2018
32006_2_2018,-0.26439812124521284,0.2622373658971702,0.27587126361806696,32006,2018-11-09,2,b2,p20,p20_sp06,notill,R3,removed,rad_L,2018
32006_3_2018,0.8070958712278348,-0.2386322772087441,0.16375619764157234,32006,2018-11-09,3,b2,p20,p20_sp06,notill,R3,removed,rad_L,2018
32601_1_2018,0.6485261186384351,-0.029310679596176295,0.12607647211401482,32601,2018-11-09,1,b2,p26,p26_sp01,notill,R4,retained,rad_M,2018
32601_2_2018,0.49702193889079094,-0.019046718770116905,0.10996118476437428,32601,2018-11-09,2,b2,p26,p26_sp01,notill,R4,retained,rad_M,2018
32601_3_2018,1.0370904967205816,-0.02850481436773249,0.3537465929940023,32601,2018-11-09,3,b2,p26,p26_sp01,notill,R4,retained,rad_M,2018
32602_1_2018,-0.41939329576956735,0.2094386605466381,0.12146242874464959,32602,2018-11-09,1,b2,p26,p26_sp02,notill,R4,retained,mix_E,2018
32602_2_2018,-0.5548700063876196,0.04279305384128388,0.21421555251717028,32602,2018-11-09,2,b2,p26,p26_sp02,notill,R4,retained,mix_E,2018
32602_3_2018,-0.3607515904462873,-0.11311274364866242,-0.11198059398664577,32602,2018-11-09,3,b2,p26,p26_sp02,notill,R4,retained,mix_E,2018
32603_1_2018,-0.4637302129619449,0.2347309450041881,0.17610613359920757,32603,2018-11-09,1,b2,p26,p26_sp03,notill,R4,retained,nocc,2018
32603_2_2018,-0.48429650635322724,0.24595160472013658,0.19549253966277186,32603,2018-11-09,2,b2,p26,p26_sp03,notill,R4,retained,nocc,2018
32603_3_2018,-0.3381042149215518,0.1594163883560529,-0.010727738129162044,32603,2018-11-09,3,b2,p26,p26_sp03,notill,R4,retained,nocc,2018
32605_1_2018,-0.3515945202436765,0.16600362267933924,0.015031466542532903,32605,2018-11-09,1,b2,p26,p26_sp05,notill,R4,retained,mix_M,2018
32605_2_2018,-0.317218585825604,0.15069616701085076,-0.07016596211692515,32605,2018-11-09,2,b2,p26,p26_sp05,notill,R4,retained,mix_M,2018
32605_3_2018,-0.40648027885814825,-0.3172739172205899,-0.007443916813029559,32605,2018-11-09,3,b2,p26,p26_sp05,notill,R4,retained,mix_M,2018
32606_1_2018,0.13193661880304489,0.07365300317737843,0.0928669399771435,32606,2018-11-09,1,b2,p26,p26_sp06,notill,R4,retained,rad_L,2018
32606_2_2018,0.5275750413977608,-0.03145217826326785,0.1808454097104654,32606,2018-11-09,2,b2,p26,p26_sp06,notill,R4,retained,rad_L,2018
32606_3_2018,1.020510439331922,0.04332281777825769,0.2279361039637884,32606,2018-11-09,3,b2,p26,p26_sp06,notill,R4,retained,rad_L,2018
32701_1_2018,0.9649904034688844,-0.015401655372835037,0.30294949671973354,32701,2018-11-09,1,b2,p27,p27_sp01,surface,R4,retained,rad_M,2018
32701_2_2018,0.6823663448669344,-0.023037968720220448,0.08663619077210166,32701,2018-11-09,2,b2,p27,p27_sp01,surface,R4,retained,rad_M,2018
32701_3_2018,1.0909748547470874,0.0884217405785366,-0.07724751280813862,32701,2018-11-09,3,b2,p27,p27_sp01,surface,R4,retained,rad_M,2018
32702_1_2018,-0.37206793195146587,0.18224983296733055,0.04076573504666752,32702,2018-11-09,1,b2,p27,p27_sp02,surface,R4,retained,mix_E,2018
32702_2_2018,-0.38071631000791417,-0.02351926599482972,0.03296060239845499,32702,2018-11-09,2,b2,p27,p27_sp02,surface,R4,retained,mix_E,2018
32702_3_2018,-0.25918581788671813,-0.8812741568131109,0.2711991970499325,32702,2018-11-09,3,b2,p27,p27_sp02,surface,R4,retained,mix_E,2018
32703_1_2018,-0.41939329576956735,0.2094386605466381,0.12146242874464959,32703,2018-11-09,1,b2,p27,p27_sp03,surface,R4,retained,nocc,2018
32703_2_2018,-0.3792988403276542,0.19995796054630094,-0.04138534652233585,32703,2018-11-09,2,b2,p27,p27_sp03,surface,R4,retained,nocc,2018
32703_3_2018,-0.30928284382760995,0.17872550032803963,-0.236892881745189,32703,2018-11-09,3,b2,p27,p27_sp03,surface,R4,retained,nocc,2018
32705_1_2018,-0.3065041969851749,0.14123914708399873,-0.07424884675469955,32705,2018-11-09,1,b2,p27,p27_sp05,surface,R4,retained,mix_M,2018
32705_2_2018,-0.29922715737832944,0.134378093675354,-0.09779932767430156,32705,2018-11-09,2,b2,p27,p27_sp05,surface,R4,retained,mix_M,2018
32705_3_2018,-0.3936194143529863,0.18673252483989586,0.06674702915036754,32705,2018-11-09,3,b2,p27,p27_sp05,surface,R4,retained,mix_M,2018
32706_1_2018,0.1220961376805091,0.0597980570534609,-0.033108540981765744,32706,2018-11-09,1,b2,p27,p27_sp06,surface,R4,retained,rad_L,2018
32706_2_2018,-0.31744249312646344,0.1658537840321378,0.026203557691533506,32706,2018-11-09,2,b2,p27,p27_sp06,surface,R4,retained,rad_L,2018
32706_3_2018,0.3203562092248349,0.01794990277994685,-0.018253815403151723,32706,2018-11-09,3,b2,p27,p27_sp06,surface,R4,retained,rad_L,2018
32801_1_2018,0.41906978194557004,-0.013653676652701731,0.20959623753988582,32801,2018-11-09,1,b2,p28,p28_sp01,inversion,R4,retained,rad_M,2018
32801_2_2018,0.9871089057949698,0.03468024970443584,0.17931654501239844,32801,2018-11-09,2,b2,p28,p28_sp01,inversion,R4,retained,rad_M,2018
32801_3_2018,0.9684865705115394,-0.03149688337873249,0.31350292753506254,32801,2018-11-09,3,b2,p28,p28_sp01,inversion,R4,retained,rad_M,2018
32802_1_2018,-0.4344854929062817,0.11022242279142477,0.12176756448495393,32802,2018-11-09,1,b2,p28,p28_sp02,inversion,R4,retained,mix_E,2018
32802_2_2018,-0.40485124853014104,-0.09420315034428337,0.06981462487209922,32802,2018-11-09,2,b2,p28,p28_sp02,inversion,R4,retained,mix_E,2018
32802_3_2018,-0.453685793845882,-0.23472222498789988,0.13312672400281558,32802,2018-11-09,3,b2,p28,p28_sp02,inversion,R4,retained,mix_E,2018
32803_1_2018,-0.37206793195146587,0.18224983296733058,0.04076573504666749,32803,2018-11-09,1,b2,p28,p28_sp03,inversion,R4,retained,nocc,2018
32803_2_2018,-0.4405616884656371,0.22544611487335459,0.14504606079976395,32803,2018-11-09,2,b2,p28,p28_sp03,inversion,R4,retained,nocc,2018
32803_3_2018,-0.3381042149215518,0.1594163883560529,-0.010727738129162069,32803,2018-11-09,3,b2,p28,p28_sp03,inversion,R4,retained,nocc,2018
32805_1_2018,-0.3244719088023334,0.14838250453845994,-0.05130093480032509,32805,2018-11-09,1,b2,p28,p28_sp05,inversion,R4,retained,mix_M,2018
32805_2_2018,-0.27225190552486256,0.11668875141918277,-0.1829396426961792,32805,2018-11-09,2,b2,p28,p28_sp05,inversion,R4,retained,mix_M,2018
