plot_id,year,date,date2,yield_DM,yield15,frac,DM,reg,dicot,monocot,cirar,equar,soil,volunteer,clover,lolpe,radish,senss,verss,capbp,paprh,cirss,gerss,matin,tarof,ephex,lamss,weedcov
3_06_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,11.11111111,4.761904762,3.174603175,80.95238095,0,0,0,0,0,0,0,0,0,0,0,0
3_06_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,15.625,0,3.125,79.6875,1.5625,0,0,0,0,0,0,0,0,0,0,0
3_06_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,50,14.51612903,0,0,35.48387097,0,0,0,0,0,0,0,0,0,0,0
3_06_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,55.73770492,11.47540984,0,1.639344262,31.14754098,0,0,0,0,0,0,0,0,0,0,0
3_06_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,39.0625,6.25,0,4.6875,50,0,0,0,0,0,0,0,0,0,0,0
3_06_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,53.125,26.5625,0,3.125,14.0625,0,0,1.5625,0,0,0,0,1.5625,0,0,3.125
3_06_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,48.4375,23.4375,0,1.5625,26.5625,0,0,0,0,0,0,0,0,0,0,0
3_06_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,47.54098361,36.06557377,0,0,16.39344262,0,0,0,0,0,0,0,0,0,0,0
3_06_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,22.95081967,27.86885246,13.1147541,36.06557377,0,0,0,0,0,0,0,0,0,0,0,0
3_06_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,33.33333333,28.57142857,6.349206349,31.74603175,0,0,0,0,0,0,0,0,0,0,0,0
3_06_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,37.5,25,7.8125,29.6875,0,0,0,0,0,0,0,0,0,0,0,0
3_06_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,54.6875,34.375,0,7.8125,0,0,0,0,0,0,1.5625,0,1.5625,0,0,3.125
3_06_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,59.375,26.5625,0,1.5625,0,0,0,0,0,0,6.25,1.5625,4.6875,0,0,12.5
3_06_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,43.75,45.3125,0,0,0,0,0,0,0,4.6875,0,0,6.25,0,0,10.9375
3_08_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,32.8125,31.25,4.6875,25,0,0,0,0,0,0,0,0,6.25,0,0,6.25
3_08_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,14.0625,42.1875,0,43.75,0,0,0,0,0,0,0,0,0,0,0,0
3_08_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,17.1875,34.375,0,48.4375,0,0,0,0,0,0,0,0,0,0,0,0
3_08_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,10.9375,15.625,0,0,73.4375,0,0,0,0,0,0,0,0,0,0,0
3_08_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,12.5,17.1875,0,0,70.3125,0,0,0,0,0,0,0,0,0,0,0
3_08_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,23.80952381,22.22222222,0,0,53.96825397,0,0,0,0,0,0,0,0,0,0,0
3_08_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,12.90322581,70.96774194,0,0,16.12903226,0,0,0,0,0,0,0,0,0,0,0
3_08_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,20.3125,70.3125,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0
3_08_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,20.63492063,61.9047619,0,3.174603175,14.28571429,0,0,0,0,0,0,0,0,0,0,0
3_08_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,17.74193548,50,0,29.03225806,0,0,0,0,0,0,0,0,3.225806452,0,0,3.225806452
3_08_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,20.96774194,64.51612903,0,6.451612903,0,0,0,0,0,0,0,0,8.064516129,0,0,8.064516129
3_08_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,25.80645161,24.19354839,0,48.38709677,0,0,0,0,0,0,0,0,1.612903226,0,0,1.612903226
3_08_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,25.80645161,46.77419355,0,14.51612903,0,0,0,0,0,0,0,0,12.90322581,0,0,12.90322581
3_08_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,36.06557377,44.26229508,0,14.75409836,0,0,0,0,0,0,0,0,4.918032787,0,0,4.918032787
3_08_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,45.90163934,37.70491803,0,14.75409836,0,0,0,0,0,0,0,0,1.639344262,0,0,1.639344262
3_14_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,40.32258065,25.80645161,6.451612903,25.80645161,0,0,0,0,0,0,1.612903226,0,0,0,0,1.612903226
3_14_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,15.625,15.625,25,43.75,0,0,0,0,0,0,0,0,0,0,0,0
3_14_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,26.2295082,18.03278689,22.95081967,32.78688525,0,0,0,0,0,0,0,0,0,0,0,0
3_14_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,41.26984127,22.22222222,0,7.936507937,28.57142857,0,0,0,0,0,0,0,0,0,0,0
3_14_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,35,23.33333333,0,1.666666667,40,0,0,0,0,0,0,0,0,0,0,0
3_14_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,55.55555556,15.87301587,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
3_14_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,35.9375,42.1875,0,0,21.875,0,0,0,0,0,0,0,0,0,0,0
3_14_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,45.3125,28.125,0,0,26.5625,0,0,0,0,0,0,0,0,0,0,0
3_14_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,48.4375,37.5,0,0,14.0625,0,0,0,0,0,0,0,0,0,0,0
3_14_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,34.375,39.0625,0,14.0625,0,0,0,0,0,0,0,0,12.5,0,0,12.5
3_14_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,23.4375,40.625,0,35.9375,0,0,0,0,0,0,0,0,0,0,0,0
3_14_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,40.625,31.25,3.125,23.4375,0,0,0,0,0,0,0,0,1.5625,0,0,1.5625
3_14_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,53.96825397,38.0952381,0,3.174603175,0,0,0,0,0,0,1.587301587,0,3.174603175,0,0,4.761904762
3_14_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,51.5625,35.9375,0,4.6875,0,0,0,0,0,0,1.5625,0,6.25,0,0,7.8125
3_14_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,40.625,37.5,0,6.25,0,0,0,0,0,0,0,0,15.625,0,0,15.625
3_15_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,20.3125,20.3125,3.125,56.25,0,0,0,0,0,0,0,0,0,0,0,0
3_15_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,16.39344262,24.59016393,1.639344262,57.37704918,0,0,0,0,0,0,0,0,0,0,0,0
3_15_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,25,17.1875,0,48.4375,0,0,0,0,0,0,0,0,9.375,0,0,9.375
3_15_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,31.74603175,30.15873016,0,0,34.92063492,0,0,0,0,0,0,0,3.174603175,0,0,3.174603175
3_15_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,32.8125,25,0,0,35.9375,0,0,0,0,0,6.25,0,0,0,0,6.25
3_15_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,34.375,34.375,0,0,29.6875,0,0,0,0,1.5625,0,0,0,0,0,1.5625
3_15_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,59.375,17.1875,0,1.5625,10.9375,0,0,0,0,7.8125,0,0,3.125,0,0,10.9375
3_15_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,43.75,26.5625,0,0,20.3125,0,0,0,0,6.25,0,0,3.125,0,0,9.375
3_15_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,37.5,32.8125,0,4.6875,23.4375,0,0,0,0,0,0,0,1.5625,0,0,1.5625
3_15_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,34.375,46.875,0,12.5,0,0,0,0,0,0,0,0,6.25,0,0,6.25
3_15_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,37.09677419,50,0,9.677419355,0,0,0,0,0,0,0,0,3.225806452,0,0,3.225806452
3_15_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,41.93548387,38.70967742,0,4.838709677,0,0,0,0,0,8.064516129,0,0,6.451612903,0,0,14.516129031999998
3_15_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,40.32258065,43.5483871,0,8.064516129,0,0,0,0,0,0,0,0,8.064516129,0,0,8.064516129
3_15_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,50,42.1875,0,4.6875,0,0,0,0,0,0,0,0,3.125,0,0,3.125
3_15_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,50,27.41935484,0,0,0,0,0,0,0,0,9.677419355,0,12.90322581,0,0,22.580645165
3_16_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,11.29032258,4.838709677,38.70967742,45.16129032,0,0,0,0,0,0,0,0,0,0,0,0
3_16_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,20.96774194,19.35483871,29.03225806,30.64516129,0,0,0,0,0,0,0,0,0,0,0,0
3_16_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,8.064516129,20.96774194,35.48387097,35.48387097,0,0,0,0,0,0,0,0,0,0,0,0
3_16_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,47.54098361,11.47540984,0,0,40.98360656,0,0,0,0,0,0,0,0,0,0,0
3_16_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,45.16129032,14.51612903,0,0,40.32258065,0,0,0,0,0,0,0,0,0,0,0
3_16_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,48.38709677,11.29032258,0,0,40.32258065,0,0,0,0,0,0,0,0,0,0,0
3_16_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,53.96825397,23.80952381,0,0,19.04761905,0,0,0,0,0,0,0,3.174603175,0,0,3.174603175
3_16_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,57.37704918,14.75409836,0,0,24.59016393,0,0,0,0,0,0,0,3.278688525,0,0,3.278688525
3_16_04,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,58.06451613,12.90322581,0,0,29.03225806,0,0,0,0,0,0,0,0,0,0,0
3_16_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,43.5483871,33.87096774,8.064516129,9.677419355,0,0,0,0,0,0,0,0,4.838709677,0,0,4.838709677
3_16_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,56.4516129,19.35483871,6.451612903,12.90322581,0,0,0,0,0,0,0,0,4.838709677,0,0,4.838709677
3_16_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,29.03225806,40.32258065,17.74193548,12.90322581,0,0,0,0,0,0,0,0,0,0,0,0
3_16_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,40.32258065,45.16129032,0,3.225806452,0,0,0,0,0,0,0,0,11.29032258,0,0,11.29032258
3_16_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,51.61290323,29.03225806,0,3.225806452,0,0,0,0,0,0,0,0,16.12903226,0,0,16.12903226
3_16_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,53.125,25,0,0,0,0,0,0,0,0,7.8125,0,14.0625,0,0,21.875
3_18_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,46.77419355,12.90322581,0,1.612903226,38.70967742,0,0,0,0,0,0,0,0,0,0,0
3_18_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,31.74603175,20.63492063,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0
3_18_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,36.06557377,16.39344262,0,0,47.54098361,0,0,0,0,0,0,0,0,0,0,0
3_18_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,0,20.96774194,16.12903226,62.90322581,0,0,0,0,0,0,0,0,0,0,0,0
3_18_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,3.174603175,6.349206349,22.22222222,68.25396825,0,0,0,0,0,0,0,0,0,0,0,0
3_18_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,8.064516129,3.225806452,20.96774194,67.74193548,0,0,0,0,0,0,0,0,0,0,0,0
3_18_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,51.61290323,25.80645161,0,0,0,0,0,0,0,0,0,0,22.58064516,0,0,22.58064516
3_18_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,43.75,23.4375,0,1.5625,0,0,0,0,0,0,0,0,31.25,0,0,31.25
3_18_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,43.5483871,29.03225806,0,0,0,0,0,0,0,0,0,0,27.41935484,0,0,27.41935484
3_18_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,16.12903226,37.09677419,11.29032258,35.48387097,0,0,0,0,0,0,0,0,0,0,0,0
3_18_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,28.125,40.625,9.375,21.875,0,0,0,0,0,0,0,0,0,0,0,0
3_18_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,37.5,28.125,1.5625,28.125,0,0,0,0,0,0,4.6875,0,0,0,0,4.6875
3_18_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,45.16129032,24.19354839,0,3.225806452,27.41935484,0,0,0,0,0,0,0,0,0,0,0
3_18_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,48.4375,25,1.5625,0,25,0,0,0,0,0,0,0,0,0,0,0
3_18_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,33.87096774,29.03225806,0,0,37.09677419,0,0,0,0,0,0,0,0,0,0,0
3_19_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,20.96774194,1.612903226,0,0,77.41935484,0,0,0,0,0,0,0,0,0,0,0
3_19_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,25.80645161,1.612903226,0,0,72.58064516,0,0,0,0,0,0,0,0,0,0,0
3_19_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,19.35483871,4.838709677,0,3.225806452,72.58064516,0,0,0,0,0,0,0,0,0,0,0
3_19_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,19.35483871,19.35483871,12.90322581,48.38709677,0,0,0,0,0,0,0,0,0,0,0,0
3_19_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,19.35483871,9.677419355,17.74193548,53.22580645,0,0,0,0,0,0,0,0,0,0,0,0
3_19_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,17.74193548,17.74193548,16.12903226,45.16129032,0,0,0,0,0,0,3.225806452,0,0,0,0,3.225806452
3_19_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,30.64516129,40.32258065,0,0,0,0,0,0,29.03225806,0,0,0,0,0,0,29.03225806
3_19_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,45.16129032,30.64516129,0,0,0,0,0,0,24.19354839,0,0,0,0,0,0,24.19354839
3_19_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,58.06451613,22.58064516,0,0,0,0,0,0,12.90322581,0,0,0,6.451612903,0,0,19.354838713
3_19_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,30.64516129,32.25806452,1.612903226,22.58064516,0,0,0,0,9.677419355,0,3.225806452,0,0,0,0,12.903225807
3_19_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,24.59016393,29.50819672,3.278688525,37.70491803,0,0,0,0,3.278688525,0,1.639344262,0,0,0,0,4.9180327870000005
3_19_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,43.5483871,12.90322581,1.612903226,32.25806452,0,0,0,0,1.612903226,0,8.064516129,0,0,0,0,9.677419355
3_19_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,29.50819672,16.39344262,0,0,54.09836066,0,0,0,0,0,0,0,0,0,0,0
3_19_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,23.4375,21.875,0,0,54.6875,0,0,0,0,0,0,0,0,0,0,0
3_19_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,35.48387097,16.12903226,0,0,48.38709677,0,0,0,0,0,0,0,0,0,0,0
3_20_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,16.12903226,4.838709677,0,0,79.03225806,0,0,0,0,0,0,0,0,0,0,0
3_20_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,32.8125,21.875,0,0,45.3125,0,0,0,0,0,0,0,0,0,0,0
3_20_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,24.19354839,4.838709677,0,0,70.96774194,0,0,0,0,0,0,0,0,0,0,0
3_20_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,12.5,9.375,18.75,59.375,0,0,0,0,0,0,0,0,0,0,0,0
3_20_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,21.875,1.5625,26.5625,50,0,0,0,0,0,0,0,0,0,0,0,0
3_20_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,20.96774194,12.90322581,17.74193548,48.38709677,0,0,0,0,0,0,0,0,0,0,0,0
3_20_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,51.61290323,35.48387097,0,3.225806452,0,0,0,0,4.838709677,0,0,4.838709677,0,0,0,9.677419354
3_20_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,50,42.1875,0,0,6.25,0,0,0,0,0,1.5625,0,0,0,0,1.5625
3_20_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,55.55555556,26.98412698,0,0,1.587301587,0,4.761904762,0,0,0,0,0,11.11111111,0,0,15.873015872
3_20_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,37.09677419,41.93548387,3.225806452,11.29032258,0,0,0,0,0,0,0,0,6.451612903,0,0,6.451612903
3_20_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,33.87096774,45.16129032,8.064516129,12.90322581,0,0,0,0,0,0,0,0,0,0,0,0
3_20_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,36.06557377,31.14754098,0,21.31147541,0,0,0,0,0,0,3.278688525,0,1.639344262,0,6.557377049,11.475409836
3_20_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,21.875,28.125,0,3.125,46.875,0,0,0,0,0,0,0,0,0,0,0
3_20_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,32.25806452,30.64516129,0,0,37.09677419,0,0,0,0,0,0,0,0,0,0,0
3_20_06,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,16.12903226,4.838709677,0,0,79.03225806,0,0,0,0,0,0,0,0,0,0,0
3_26_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,38.0952381,17.46031746,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0
3_26_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,33.33333333,28.57142857,0,0,38.0952381,0,0,0,0,0,0,0,0,0,0,0
3_26_01,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,22.58064516,11.29032258,0,0,66.12903226,0,0,0,0,0,0,0,0,0,0,0
3_26_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,24.19354839,17.74193548,8.064516129,48.38709677,0,0,0,0,0,0,1.612903226,0,0,0,0,1.612903226
3_26_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,24.59016393,24.59016393,13.1147541,36.06557377,0,0,0,0,0,0,0,0,1.639344262,0,0,1.639344262
3_26_02,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,11.29032258,9.677419355,19.35483871,59.67741935,0,0,0,0,0,0,0,0,0,0,0,0
3_26_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,43.5483871,56.4516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_26_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,2,NA,NA,NA,NA,33.87096774,53.22580645,0,4.838709677,0,0,0,0,0,0,0,0,8.064516129,0,0,8.064516129
3_26_03,2019,01-11-19,2019-11-01,NA,NA,NA,NA,3,NA,NA,NA,NA,43.5483871,38.70967742,0,4.838709677,0,0,0,0,0,0,0,0,12.90322581,0,0,12.90322581
3_26_05,2019,01-11-19,2019-11-01,NA,NA,NA,NA,1,NA,NA,NA,NA,24.19354839,62.90322581,1.612903226,8.064516129,0,0,0,0,0,0,1.612903226,0,1.612903226,0,0,3.225806452
